initials,date_entered,sorter_ID,occasion_ID,sample_ID,sample_location,collection_date,sorting_date,grids_sampled,order_name,family_name,life_stage,BL_HW,total_counts,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,empty_case,NOTES,,PROOFED BY,PROOF DATE
BS,6/4/26,Moira ,,C20825_SURB1,C2,8/-/25,4/5/26,7,Plecoptera,Chloroperlidae,L,BL,1,2.2,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,C20825_SURB1,C2,8/-/25,4/5/26,7,Ephemeroptera,Heptageniidae,L,BL,1,4.1,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,C20825_SURB1,C2,8/-/25,4/5/26,7,Ephemeroptera,Baetidae,L,BL,3,1.6,0.9,1.2,,,,,,,,,,,,
BS,6/4/26,Moira ,,C20825_SURB1,C2,8/-/25,4/5/26,7,Trichoptera ,Hydroptilidae ,L,BL,1,4.1,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,C20825_SURB1,C2,8/-/25,4/5/26,7,Diptera,Empididae,L,BL,1,5,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,C20825_SURB1,C2,8/-/25,4/5/26,7,Diptera,Chironomidae,L,BL,186,4.6,3.2,0.9,3.5,5.5,1.1,5.9,2.7,3.3,1.2,,,,,
BS,6/4/26,Moira ,,C20825_SURB1,C2,8/-/25,4/5/26,7,Diptera,Simuliidae,L,BL,4,3.6,2.8,3.3,3.2,,,,,,,,,,,
BS,6/4/26,Moira ,,C20825_SURB1,C2,8/-/25,4/5/26,7,Diptera ,Tipulidae,L,BL,1,4,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,C20825_SURB1,C2,8/-/25,4/5/26,7,Tricladida ,Planariidae ,A,BL,4,2.6,3.8,2.6,1.9,,,,,,,,,,,
BS,6/4/26,Moira ,,C20825_SURB1,C2,8/-/25,4/5/26,7,Amphipoda  ,Crangonyctidae,A,BL,1,2.1,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,C20825_SURB1,C2,8/-/25,4/5/26,7,Oligochaeta ,Oligochaeta,A,BL,1,7.4,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,C20825_SURB1,C2,8/-/25,4/5/26,7,Terrestrial ,,A,BL,1,4.1,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,C20825_SURB1,C2,8/-/25,4/5/26,7,Diptera ,Chironomidae,P,BL,11,3.5,3.7,3.5,2.2,2.7,2.7,3.4,2,2.1,0.6(HW),,,,,
BS,6/4/26,Moira ,,C20825_SURB1,C2,8/-/25,4/5/26,7,Diptera ,Chironomidae,A,BL,2,1.5,2.3,,,,,,,,,,,,,
BS,6/4/26,KS,,C20825_SURB2,C2,8/-/25,4/3/26,16,Plecoptera,Taeniopterygidae,L,BL,1,4.5,,,,,,,,,,,,,,
BS,6/4/26,KS,,C20825_SURB2,C2,8/-/25,4/3/26,16,Plecoptera,Perlidae,L,BL,3,4.5,8.2,4,,,,,,,,,,,,
BS,6/4/26,KS,,C20825_SURB2,C2,8/-/25,4/3/26,16,Plecoptera,Pteronarcyidae,L,BL,2,5.4,7.1,,,,,,,,,,,,,
BS,6/4/26,KS,,C20825_SURB2,C2,8/-/25,4/3/26,16,Ephemeroptera,Ephemerellidae,L,BL,1,6.4,,,,,,,,,,,,,,
BS,6/4/26,KS,,C20825_SURB2,C2,8/-/25,4/3/26,16,Ephemeroptera,Baetidae,L,BL,2,3.3,4.6,,,,,,,,,,,,,
BS,6/4/26,KS,,C20825_SURB2,C2,8/-/25,4/3/26,16,Ephemeroptera,Leptophlebidae,L,BL,1,4.2,,,,,,,,,,,,,,
BS,6/4/26,KS,,C20825_SURB2,C2,8/-/25,4/3/26,16,Trichoptera,Brachycentridae,L,BL,1,2.9,,,,,,,,,,,,,,
BS,6/4/26,KS,,C20825_SURB2,C2,8/-/25,4/3/26,16,Trichoptera ,Lepidostomatidae,L,BL,2,16.8,3.1,,,,,,,,,,,,,
BS,6/4/26,KS,,C20825_SURB2,C2,8/-/25,4/3/26,16,Diptera ,Chironomidae,L,BL,174,4.2,3.1,3.8,2.8,5.9,3.1,7.2,3.3,5.7,3.2,,,,,
BS,6/4/26,KS,,C20825_SURB2,C2,8/-/25,4/3/26,16,Diptera ,Simuliidae,L,BL,10,6.1,2.8,3.1,3.2,4.5,4.6,3.7,3.5,4.7,3,,,,,
BS,6/4/26,KS,,C20825_SURB2,C2,8/-/25,4/3/26,16,Diptera ,,P,BL,6,3.6,3.4,3.2,3.9,4,2.6,,,,,,,,,
BS,6/4/26,KS,,C20825_SURB2,C2,8/-/25,4/3/26,16,Diptera ,Limoniidae,L,BL,1,4,,,,,,,,,,,,,,
BS,6/4/26,KS,,C20825_SURB2,C2,8/-/25,4/3/26,16,Amphipoda  ,,A,BL,1,6.4,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,C20825_SURB3,C2,8/-/25,4/10/26,8,Plecoptera,Chloroperlidae,L,BL,1,2.7,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,C20825_SURB3,C2,8/-/25,4/10/26,8,Ephemeroptera,Ephemerellidae,L,BL,2,6.8,6.6,,,,,,,,,,,,,
BS,6/4/26,Moira ,,C20825_SURB3,C2,8/-/25,4/10/26,8,Ephemeroptera,Heptageniidae,L,BL,1,2.6,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,C20825_SURB3,C2,8/-/25,4/10/26,8,Ephemeroptera,Baetidae,L,BL,2,0.9,1.3,,,,,,,,,,,,,
BS,6/4/26,Moira ,,C20825_SURB3,C2,8/-/25,4/10/26,8,Diptera ,Chironomidae,L,BL,208,1.7,5.4,4.2,2.6,4.7,4.1,5.1,1.7,4.9,3.7,,,,,
BS,6/4/26,Moira ,,C20825_SURB3,C2,8/-/25,4/10/26,8,Diptera,Simuliidae,L,Bl,1,4.6,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,C20825_SURB3,C2,8/-/25,4/10/26,8,Oligochaeta ,Oligochaeta,A,BL,6,2.3,4.1,1.5,13.8,5.3,0.9,,,,,,,,,
BS,6/4/26,Moira ,,C20825_SURB3,C2,8/-/25,4/10/26,8,Diptera ,Chironomidae,P,BL,12,4.6,3.2,2.8,1.6,3.3,2,2.2,3.4,2.1,0.8,,,,,
BS,6/4/26,Moira ,,C20825_SURB3,C2,8/-/25,4/10/26,8,Diptera ,Chironomidae,A,BL,4,2.1,3,1.7,3,,,,,,,,,,,
BS,6/4/26,Moira,,C20825_SURB4,C2,8/-/25,4/10/26,2,Plecoptera,Pteronarcyidae,L,BL,5,7.3,4.4,7.8,3.8,4,,,,,,,,,,
BS,6/4/26,Moira,,C20825_SURB4,C2,8/-/25,4/10/26,2,Plecoptera,Perlidae,L,BL,1,34.2,,,,,,,,,,,,,,
BS,6/4/26,Moira,,C20825_SURB4,C2,8/-/25,4/10/26,2,Ephemeroptera,Ephemerellidae,L,BL,2,7.3,1.6,,,,,,,,,,,,,
BS,6/4/26,Moira,,C20825_SURB4,C2,8/-/25,4/10/26,2,Ephemeroptera,Heptageniidae,L,BL,2,2.1,1.7,,,,,,,,,,,,,
BS,6/4/26,Moira,,C20825_SURB4,C2,8/-/25,4/10/26,2,Ephemeroptera,Baetidae,L,BL,22,3.2,1.8,2.1,5.6,1.6,1.9,2,1.7,2.1,1.5,,,,,
BS,6/4/26,Moira,,C20825_SURB4,C2,8/-/25,4/10/26,2,Ephemeroptera,Leptophlebidae,L,BL,3,2.1,2.9,6.4,,,,,,,,,,,,
BS,6/4/26,Moira,,C20825_SURB4,C2,8/-/25,4/10/26,2,Trichoptera ,Hydropsychidae,L,BL,1,2.9,,,,,,,,,,,,,,
BS,6/4/26,Moira,,C20825_SURB4,C2,8/-/25,4/10/26,2,Diptera ,Chironomidae,L,BL,125,3.1,2.6,4.4,2,2.2,5.1,1.6,2.1,1.3,2.4,,,,,
BS,6/4/26,Moira,,C20825_SURB4,C2,8/-/25,4/10/26,2,Diptera ,Simuliidae,L,BL,41,7.2,4.9,4,3.3,3.2,2.9,3.2,4.1,2.6,5.4,,,,,
BS,6/4/26,Moira,,C20825_SURB4,C2,8/-/25,4/10/26,2,Terrestrial ,,A,BL,2,1.9,1.5,,,,,,,,,,,,,
BS,6/4/26,Moira,,C20825_SURB4,C2,8/-/25,4/10/26,2,Diptera ,Chironomidae,P,BL,13,3.2,2,2.3,3.4,4,2.4,3.7,3.3,2.4,2.3,,,,,
BS,6/4/26,Moira,,C20825_SURB4,C2,8/-/25,4/10/26,2,Diptera ,Chironomidae,A,BL,1,1.5,,,,,,,,,,,,,,
BS,6/4/26,Moira,,C20825_SURB5,C2,8/-/25,4/12/26,7,Plecoptera,Pteronarcyidae,L,BL,1,8.1,,,,,,,,,,,,,,
BS,6/4/26,Moira,,C20825_SURB5,C2,8/-/25,4/12/26,7,Ephemeroptera,Heptageniidae,L,BL,1,1.6,,,,,,,,,,,,,,
BS,6/4/26,Moira,,C20825_SURB5,C2,8/-/25,4/12/26,7,Ephemeroptera,Baetidae,L,BL,15,5.8,4.1,1.9,2.1,2.2,1.7,1.4,1.7,1.3,1.5,,,,,
BS,6/4/26,Moira,,C20825_SURB5,C2,8/-/25,4/12/26,7,Ephemeroptera,Leptophlebidae,L,BL,1,5.2,,,,,,,,,,,,,,
BS,6/4/26,Moira,,C20825_SURB5,C2,8/-/25,4/12/26,7,Diptera ,Chironomidae,L,BL,122,4.5,2.4,2.2,3.2,4.1,4.3,4.2,3.2,3.4,3.3,,,,,
BS,6/4/26,Moira,,C20825_SURB5,C2,8/-/25,4/12/26,7,Diptera ,Simuliidae,L,BL,25,2.6,2.4,5.2,4.8,4.5,4.4,5.2,4.4,3.8,2,,,,,
BS,6/4/26,Moira,,C20825_SURB5,C2,8/-/25,4/12/26,7,Diptera ,Tipulidae,L,BL,2,7.4,5.2,,,,,,,,,,,,,
BS,6/4/26,Moira,,C20825_SURB5,C2,8/-/25,4/12/26,7,Tricladida ,Planariidae ,A,BL,1,2.1,,,,,,,,,,,,,,
BS,6/4/26,Moira,,C20825_SURB5,C2,8/-/25,4/12/26,7,Terrestrial ,,A,BL,1,1.7,,,,,,,,,,,,,,
BS,6/4/26,Moira,,C20825_SURB5,C2,8/-/25,4/12/26,7,Oligochaeta ,Oligochaeta,A,BL,4,1.1,1.5,1.3,1.2,,,,,,,,,,,
BS,6/4/26,Moira,,C20825_SURB5,C2,8/-/25,4/12/26,7,Diptera ,Chironomidae,P,BL,28,3.4,2.8,2.5,1.7,2.4,4,3.3,2.2,2.5,3.2,,,,,
BS,6/4/26,Moira,,C20825_SURB5,C2,8/-/25,4/12/26,7,Diptera ,Chironomidae,A,BL,4,1.3,1.2,1.8,1.6,,,,,,,,,,,
BS,6/4/26,KS,,T10825_SURB1,T1,8/-/25,4/10/26,9,Ephemeroptera,Ephemerellidae,L,BL,1,6.3,,,,,,,,,,,,,,
BS,6/4/26,KS,,T10825_SURB1,T1,8/-/25,4/10/26,9,Ephemeroptera,Heptageniidae,L,BL,1,blank,,,,,,,,,,,,,,
BS,6/4/26,KS,,T10825_SURB1,T1,8/-/25,4/10/26,9,Ephemeroptera,Baetidae,L,BL,1,2.9,,,,,,,,,,,,,,
BS,6/4/26,KS,,T10825_SURB1,T1,8/-/25,4/10/26,9,Ephemeroptera,Leptophlebidae,L,BL,2,7.5,4.6,,,,,,,,,,,,,
BS,6/4/26,KS,,T10825_SURB1,T1,8/-/25,4/10/26,9,Trichoptera ,Brachycentridae,L,BL,1,3.3,,,,,,,,,,,,,,
BS,6/4/26,KS,,T10825_SURB1,T1,8/-/25,4/10/26,9,Coleoptera,Elmidae ,L,BL,2,4.5,4.4,,,,,,,,,,,,,
BS,6/4/26,KS,,T10825_SURB1,T1,8/-/25,4/10/26,9,Diptera,Chironomidae,L,BL,190,5.7,4.8,5.3,4.5,4.2,5,3.1,5.6,5.2,6.8,,,,,
BS,6/4/26,KS,,T10825_SURB1,T1,8/-/25,4/10/26,9,"""Worm""",,A,BL,1,23.1,,,,,,,,,,,,,,
BS,6/4/26,KS,,T10825_SURB1,T1,8/-/25,4/10/26,9,Diptera ,,P,BL,15,4.3,3.7,2.1,3,3.9,3.3,3.2,3.7,2.6,3.6,,,,,
BS,6/4/26,KS,,T10825_SURB1,T1,8/-/25,4/10/26,9,Diptera ,,A,BL,1,5.2,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,T10825_SURB2,T1,8/-/25,4/12/26,8,Ephemeroptera,Baetidae,A,BL,9,4.9,8.2,4.7,7.8,6.2,6.1,3.4,4.1,5.9,,,,,,
BS,6/4/26,Moira ,,T10825_SURB2,T1,8/-/25,4/12/26,8,Ephemeroptera,Baetidae,L,BL,3,5.7,2,2.3,,,,,,,,,,,,
BS,6/4/26,Moira ,,T10825_SURB2,T1,8/-/25,4/12/26,8,Coleoptera,Elmidae ,L,BL,2,2.2,2.4,,,,,,,,,,,,,
BS,6/4/26,Moira ,,T10825_SURB2,T1,8/-/25,4/12/26,8,Diptera ,Chironomidae,L,BL,158,4.7,3.8,5.3,4.1,3.2,3.6,4.3,3.3,1.2,6.1,,,,,
BS,6/4/26,Moira ,,T10825_SURB2,T1,8/-/25,4/12/26,8,Diptera ,Simuliidae,L,BL,1,1.6,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,T10825_SURB2,T1,8/-/25,4/12/26,8,Diptera ,Athericidae,L,BL,1,7,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,T10825_SURB2,T1,8/-/25,4/12/26,8,Terrestrial ,,A,BL,13,7,8.1,3.6,5.7,1.7,2,4.3,4.8,6.4,3,,,,,
BS,6/4/26,Moira ,,T10825_SURB2,T1,8/-/25,4/12/26,8,Diptera ,Chironomidae,A,BL,10,2.3,0.9,2.8,1.6,1.3,3.5,1.3,2,4.4,3.1,,,,,
BS,6/4/26,Moira ,,T10825_SURB2,T1,8/-/25,4/12/26,8,Oligochaeta ,Oligochaeta,A,BL,1,2.9,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,T10825_SURB2,T1,8/-/25,4/12/26,8,Diptera ,Chironomidae,P,BL,9,3.2,2.9,3.6,3.2,3,3.9,3.2,1.8,1.3,,,,,,
BS,6/4/26,Moira ,,T10825_SURB2,T1,8/-/25,4/12/26,8,Coleoptera,Hyrdrophilidae? ,L,BL,1,5.6,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,T10825_SURB2,T1,8/-/25,4/12/26,8,Diptera ,Phoridae?,L?,BL,1,3.9,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,T10825_SURB3,T1,8/-/25,4/12/26,4,Ephemeroptera,Baetidae,L,BL,4,3,2.4,1.7,3.1,,,,,,,,,,,
BS,6/4/26,Moira ,,T10825_SURB3,T1,8/-/25,4/12/26,4,Coleoptera,Dytiscidae ,L,BL,2,1.3,1.3,,,,,,,,,,,,,
BS,6/4/26,Moira ,,T10825_SURB3,T1,8/-/25,4/12/26,4,Diptera ,Chironomidae,L,BL,162,5,6.2,4,1.5,4.3,2.7,7.3,7,1.9,5.5,,,,,
BS,6/4/26,Moira ,,T10825_SURB3,T1,8/-/25,4/12/26,4,Diptera,Simuliidae,L,BL,1,4.3,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,T10825_SURB3,T1,8/-/25,4/12/26,4,Oligochaeta ,Oligochaeta,A,BL,15,2,4.9,1.7,1.2,8.1,6.3,3.3,1.6,11.4,2.9,,,,,
BS,6/4/26,Moira ,,T10825_SURB3,T1,8/-/25,4/12/26,4,Diptera ,Chironomidae,P,BL,18,2.8,3.2,2.1,1.9,3.8,3.4,2.6,2.3,3.6,1.5,,,,,
BS,6/4/26,Moira ,,T10825_SURB4,T1,8/-/25,4/12/26,2,Ephemeroptera,Baetidae,A,BL,1,5.8,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,T10825_SURB4,T1,8/-/25,4/12/26,2,Ephemeroptera,Baetidae,L,BL,4,6,1.9,1.8,1.1,,,,,,,,,,,
BS,6/4/26,Moira ,,T10825_SURB4,T1,8/-/25,4/12/26,2,Ephemeroptera,Leptophlebidae,L,BL,1,6.6,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,T10825_SURB4,T1,8/-/25,4/12/26,2,Diptera ,Chironomidae,L,BL,174,4.9,5.3,4.4,1.7,3.7,3.3,5.3,6.2,2.1,2.8,,,,,
BS,6/4/26,Moira ,,T10825_SURB4,T1,8/-/25,4/12/26,2,Terrestrial ,,A,BL,1,2.5,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,T10825_SURB4,T1,8/-/25,4/12/26,2,Oligochaeta ,Oligochaeta,A,BL,5,3.8,1.8,3.6,1.7,1.8,,,,,,,,,,
BS,6/4/26,Moira ,,T10825_SURB4,T1,8/-/25,4/12/26,2,"""Scud""",,A,BL,1,3.3,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,T10825_SURB4,T1,8/-/25,4/12/26,2,Diptera ,Chironomidae,A,BL,4,1.5,2.2,1.4,1.3,,,,,,,,,,,
BS,6/4/26,Moira ,,T10825_SURB4,T1,8/-/25,4/12/26,2,Diptera ,Chironomidae,P,BL,21,3.2,4.3,2.6,3.5,3.1,3.6,3.8,2.5,2.1,3.2,,,,,
BS,6/4/26,KS,,T10825_SURB5,T1,8/-/25,4/16/26,16,Plecoptera,Perlidae,L,BL,1,29.5,,,,,,,,,,,lots of exoskeletons,,,
BS,6/4/26,KS,,T10825_SURB5,T1,8/-/25,4/16/26,16,Ephemeroptera,Baetidae,L,BL,25,5.2,5.4,3.4,3,1.9,2.2,2.4,3.5,1.8,2.9,,lots of exoskeletons,,,
BS,6/4/26,KS,,T10825_SURB5,T1,8/-/25,4/16/26,16,Diptera ,Chironomidae,L,BL,81,9,2.7,5.1,3,4,3.5,5,7.1,4.8,6.4,,lots of exoskeletons,,,
BS,6/4/26,KS,,T10825_SURB5,T1,8/-/25,4/16/26,16,Diptera ,Simuliidae,L,BL,14,3,5.1,5.6,2.3,3.4,3.1,3.7,4.7,3.4,4.6,,lots of exoskeletons,,,
BS,6/4/26,KS,,T10825_SURB5,T1,8/-/25,4/16/26,16,Diptera ,,P,BL,17,3,3.1,3.9,3.8,2.5,2.3,5,3.2,4.2,2.6,,lots of exoskeletons,,,
BS,6/4/26,KS,,T10825_SURB5,T1,8/-/25,4/16/26,16,Terrestrial ,,A,BL,7,4.9(ant),2.1,2.1,2.6,4.1,2.6,7.1(leaf hopper),,,,,lots of exoskeletons,,,
BS,6/4/26,KS,,T20825_SURB1,T2,8/-/25,4/15/26,14,Ephemeroptera,Ephemerellidae,L,BL,3,7.5,7.2,1.7,,,,,,,,,,,,
BS,6/4/26,KS,,T20825_SURB1,T2,8/-/25,4/15/26,14,Ephemeroptera,Baetidae,L,BL,13,5.6,1.7,2.7,5.2,1.8,2.7,3,2.1,1.7,2,,,,,
BS,6/4/26,KS,,T20825_SURB1,T2,8/-/25,4/15/26,14,Ephemeroptera,Leptophlebidae,L,BL,1,4.2,,,,,,,,,,,,,,
BS,6/4/26,KS,,T20825_SURB1,T2,8/-/25,4/15/26,14,Trichoptera,Lepidostomatidae,L,BL,16,3.5,3.6,2.6,3,4.5,3.5,4.1,3,3.6,3.4,,,,,
BS,6/4/26,KS,,T20825_SURB1,T2,8/-/25,4/15/26,14,Coleoptera,Elmidae,L,BL,14,2.5,5.5,4.7,5.5,2.5,2.8,4.6,3.8,4.2,4,,,,,
BS,6/4/26,KS,,T20825_SURB1,T2,8/-/25,4/15/26,14,Coleoptera,Elmidae,A,BL,1,3.3,,,,,,,,,,,,,,
BS,6/4/26,KS,,T20825_SURB1,T2,8/-/25,4/15/26,14,Diptera ,Chironomidae,L,BL,134,4.8,3,3.7,2,7.1,5,4.1,1.7,4.2,7.8,,,,,
BS,6/4/26,KS,,T20825_SURB1,T2,8/-/25,4/15/26,14,Diptera ,Simuliidae,L,BL,3,5.7,5.2,4.4,,,,,,,,,,,,
BS,6/4/26,KS,,T20825_SURB1,T2,8/-/25,4/15/26,14,Terrestrial ,,A,BL,2,4,5.6,,,,,,,,,,,,,
BS,6/4/26,KS,,T20825_SURB1,T2,8/-/25,4/15/26,14,Gastropoda ,,A,BL,2,7,3.3,,,,,,,,,,,,,
BS,6/4/26,KS,,T20825_SURB1,T2,8/-/25,4/15/26,14,Diptera ,,P,BL,20,2.7,2,4.8,3,2.6,2.7,1.4,3.7,2.4,3.5,,,,,
BS,6/4/26,KS,,T20825_SURB1,T2,8/-/25,4/15/26,14,Amphipoda  ,,A,BL,1,2,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,T20825_SURB2,T2,8/-/25,4/17/26,4,Ephemeroptera,Ephemerellidae,L,BL,2,7,6.3,,,,,,,,,,,,,
BS,6/4/26,Moira ,,T20825_SURB2,T2,8/-/25,4/17/26,4,Ephemeroptera,Heptageniidae,L,BL,1,3.8,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,T20825_SURB2,T2,8/-/25,4/17/26,4,Ephemeroptera,Baetidae,L,BL,14,2,5.3,4.1,2.5,2.4,2.9,2.7,8.2,1.4,1.6,,,,,
BS,6/4/26,Moira ,,T20825_SURB2,T2,8/-/25,4/17/26,4,Ephemeroptera,Leptophlebidae,L,BL,1,7,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,T20825_SURB2,T2,8/-/25,4/17/26,4,Trichoptera,Brachycentridae,L,BL,1,10.8,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,T20825_SURB2,T2,8/-/25,4/17/26,4,Trichoptera ,Lepidostomatidae,L,BL,6?,3.1,2.7,4.4,4.1,2.4,3.4,3.3,3.8,4.1,5.3,,,,,
BS,6/4/26,Moira ,,T20825_SURB2,T2,8/-/25,4/17/26,4,Coleoptera,Elmidae,L,BL,9,4.6,2.3,4.4,3.4,3.3,4.1,5,2.5,2.8,,,,,,
BS,6/4/26,Moira ,,T20825_SURB2,T2,8/-/25,4/17/26,4,Diptera ,Chironomidae,L,BL,198,7.7,6.3,1.2,5.2,8.5,1.7,1.9,2.4,3.6,9.1,,,,,
BS,6/4/26,Moira ,,T20825_SURB2,T2,8/-/25,4/17/26,4,Diptera ,Simuliidae,L,BL,4,2.7,5.6,1.7,3.1,,,,,,,,,,,
BS,6/4/26,Moira ,,T20825_SURB2,T2,8/-/25,4/17/26,4,Coleoptera,Elmidae,A,BL,3,2.8,3.1,2.4,,,,,,,,,,,,
BS,6/4/26,Moira ,,T20825_SURB2,T2,8/-/25,4/17/26,4,Oligochaeta ,Oligochaeta,A,BL,1,23.1,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,T20825_SURB2,T2,8/-/25,4/17/26,4,Tricladida ,Planariidae ,A,BL,2,3,2.4,,,,,,,,,,,,,
BS,6/4/26,Moira ,,T20825_SURB2,T2,8/-/25,4/17/26,4,Gastropoda ,,A,BL,3,2,3.5,2.1,,,,,,,,,,,,
BS,6/4/26,Moira ,,T20825_SURB2,T2,8/-/25,4/17/26,4,Diptera,Chironomidae,P,BL,5,2.4,3.7,1.6,2.5,3.1,,,,,,,,,,
BS,6/4/26,Moira ,,T20825_SURB2,T2,8/-/25,4/17/26,4,Diptera,Chironomidae,A,BL,1,1.8,,,,,,,,,,,,,,
BS,6/4/26,KS,,T20825_SURB3,T2,8/-/25,4/17/26,16,Plecoptera,Chloroperlidae,L,BL,1,6.2,,,,,,,,,,,,,,
BS,6/4/26,KS,,T20825_SURB3,T2,8/-/25,4/17/26,16,Ephemeroptera,Ephemerellidae,L,BL,2,5.7,12.3,,,,,,,,,,,,,
BS,6/4/26,KS,,T20825_SURB3,T2,8/-/25,4/17/26,16,Ephemeroptera,Baetidae,L,BL,15,5.2,4,5.6,2.6,2.9,3.7,1.9,2.7,6.4,1.6,,,,,
BS,6/4/26,KS,,T20825_SURB3,T2,8/-/25,4/17/26,16,Ephemeroptera,Leptophlebidae,L,Bl,2,7.8,2,,,,,,,,,,,,,
BS,6/4/26,KS,,T20825_SURB3,T2,8/-/25,4/17/26,16,Trichoptera ,Lepidostomatidae,L,BL,7,3.6,2.9,4.7,3.2,3.9,3.8,2.6,,,,,,,,
BS,6/4/26,KS,,T20825_SURB3,T2,8/-/25,4/17/26,16,Coleoptera,Elmidae,L,BL,19,5,2.5,4.9,2.2,2.8,5.5,2.5,4.1,2.4,5,,,,,
BS,6/4/26,KS,,T20825_SURB3,T2,8/-/25,4/17/26,16,Diptera ,Chironomidae,L,BL,131,8.3,3.3,10.2,3,2.3,4,3.4,4.8,0.7,4.1,,,,,
BS,6/4/26,KS,,T20825_SURB3,T2,8/-/25,4/17/26,16,Diptera ,Simuliidae,L,BL,5,5.1,2.7,2.6,3.6,3.6,,,,,,,,,,
BS,6/4/26,KS,,T20825_SURB3,T2,8/-/25,4/17/26,16,Diptera ,Chironomidae,P,BL,23,1.9,2.7,1.9,2.8,2.4,1.7,2.9,1.7,2.2,1.8,,,,,
BS,6/4/26,KS,,T20825_SURB3,T2,8/-/25,4/17/26,16,Coleoptera,Elmidae,A,BL,1,2.9,,,,,,,,,,,,,,
BS,6/4/26,KS,,T20825_SURB3,T2,8/-/25,4/17/26,16,Terrestrial ,,A,BL,8,1.9,1.7,5.1,2.8,2.8,3.1,1.8,1.5,,,,,,,
BS,6/4/26,Moira ,,T20825_SURB4,T2,8/-/25,4/20/26,6,Ephemeroptera,Ephemerellidae,L,BL,8,12.8,6.7,1.9,2.8,6.1,7.2,5.6,6.6,,,,,,,
BS,6/4/26,Moira ,,T20825_SURB4,T2,8/-/25,4/20/26,6,Ephemeroptera,Heptageniidae,L,BL,9,2.1,1.2,8.6,6.6,1.8,2.3,2,4,2,,,,,,
BS,6/4/26,Moira ,,T20825_SURB4,T2,8/-/25,4/20/26,6,Ephemeroptera,Baetidae,L,BL,14,2.7,1.9,1.9,3.9,2.2,4.1,2.1,3.2,4.1,3.4,,,,,
BS,6/4/26,Moira ,,T20825_SURB4,T2,8/-/25,4/20/26,6,Ephemeroptera,Leptophlebidae,L,BL,1,3.2,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,T20825_SURB4,T2,8/-/25,4/20/26,6,Trichoptera,Brachycentridae,L,BL,1,8.2,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,T20825_SURB4,T2,8/-/25,4/20/26,6,Trichoptera,Glossomatidae,L,BL,3,5.2,5.7,4.2,,,,,,,,,,,,
BS,6/4/26,Moira ,,T20825_SURB4,T2,8/-/25,4/20/26,6,Trichoptera,Lepidostomatidae,L,BL,5,4.4,3.6,4.8,4.3,2.2,,,,,,,,,,
BS,6/4/26,Moira ,,T20825_SURB4,T2,8/-/25,4/20/26,6,Coleoptera,Elmidae,L,BL,12,4.1,2.7,3.9,2.5,3.8,4.4,3.5,2.3,1.7,2,,,,,
BS,6/4/26,Moira ,,T20825_SURB4,T2,8/-/25,4/20/26,6,Diptera ,Chironomidae,L,BL,93,8.2,2.6,1.8,6.3,2.4,8.7,0.8,2.2,3.7,7.4,,,,,
BS,6/4/26,Moira ,,T20825_SURB4,T2,8/-/25,4/20/26,6,Diptera ,Simuliidae,L,BL,50,6.4,4.6,5.2,5.9,5.2,5.7,6.8,1.7,4,6,,,,,
BS,6/4/26,Moira ,,T20825_SURB4,T2,8/-/25,4/20/26,6,Diptera ,Athericidae,L,BL,1,12.9,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,T20825_SURB4,T2,8/-/25,4/20/26,6,Gastropoda ,,A,BL,1,3.2,,,,,,,,,,,,,,
BS,6/4/26,Moira ,,T20825_SURB4,T2,8/-/25,4/20/26,6,Tricladida,Planariidae ,A,BL,6,2.3,2.4,3.4,2.7,2.4,3.2,,,,,,,,,
