Sampling_date,Site,Replicate_number,Cyano,Green,Diatoms,Chlorophyll A,Velocity,Sample Type
2023-03-21,T2,3,2.90,0.00,4.50,7.4,,Top rock
2023-03-21,T2,4,1.18,0.00,0.54,1.7,,Top rock
2023-03-21,T2,5,1.97,0.00,1.83,3.8,,Top rock
2023-03-21,T2,6,1.33,0.00,1.08,2.4,,Top rock
2023-03-21,T2,7,2.25,0.00,0.60,2.9,,Top rock
2023-03-21,T2,8,2.89,0.00,0.80,3.7,,Top rock
2023-03-21,T2,9,1.33,0.00,6.20,7.5,,Top rock
2023-03-21,T2,10,0.81,0.00,1.87,2.7,,Top rock
2023-03-21,T2,11,0.01,0.00,0.00,0.0,,Tile
2023-03-21,T2,12,0.07,0.01,0.00,0.1,,Tile
2023-03-21,T2,13,0.03,0.00,0.08,0.1,,Tile
2023-03-21,T2,14,1.30,0.00,1.86,3.2,,Top rock
2023-03-21,T2,15,0.73,0.00,1.92,2.7,,Top rock
2023-03-21,T2,16,0.89,0.00,1.67,2.6,,Top rock
2023-03-21,T2,17,2.28,0.00,1.18,3.5,,Top rock
2023-03-21,T2,18,0.90,0.00,2.34,3.2,,Top rock
2023-03-21,T2,19,1.65,0.00,8.29,9.9,,Top rock
2023-03-21,T2,20,0.13,0.00,0.17,0.3,,Top rock
2023-03-21,T2,21,1.94,0.00,11.48,13.4,,Top rock
2023-03-21,T2,22,0.04,0.08,0.00,0.1,,Top rock
2023-03-21,T2,23,0.03,0.03,0.00,0.1,,Top rock
2023-03-21,T2,24,0.03,0.00,0.00,0.0,,Tile
2023-03-21,T2,25,0.01,0.00,0.00,0.0,,Tile
2023-03-21,T2,26,0.03,0.00,0.00,0.0,,Tile
2023-03-21,T3,1,0.04,0.10,0.00,0.1,,Top rock
2023-03-21,T3,2,0.08,0.11,0.00,0.2,,Top rock
2023-03-21,T3,3,0.71,0.00,0.82,1.5,,Top rock
2023-03-21,T3,4,0.03,0.15,0.00,0.2,,Top rock
2023-03-21,T3,5,0.07,0.15,0.00,0.2,,Top rock
2023-03-21,T3,6,0.02,0.13,0.00,0.2,,Top rock
2023-03-21,T3,7,0.17,0.12,0.45,0.7,,Top rock
2023-03-21,T3,8,0.11,0.31,0.00,0.4,,Top rock
2023-03-21,T3,9,0.08,0.09,0.00,0.2,,Top rock
2023-03-21,T3,10,0.05,0.14,0.00,0.2,,Top rock
2023-03-21,T3,11,0.01,0.00,0.00,0.0,,Tile
2023-03-21,T3,12,0.01,0.00,0.00,0.0,,Tile
2023-03-21,T3,13,0.01,0.00,0.00,0.0,,Tile
2023-03-21,T3,14,0.06,0.04,0.00,0.1,,Top rock
2023-03-21,T3,15,0.03,0.06,0.00,0.1,,Top rock
2023-03-21,T3,16,0.40,0.00,0.37,0.8,,Top rock
2023-03-21,T3,17,0.03,0.15,0.00,0.2,,Top rock
2023-03-21,T3,18,0.02,0.13,0.00,0.2,,Top rock
2023-03-21,T3,19,0.01,0.09,0.00,0.1,,Top rock
2023-03-21,T3,20,0.04,0.13,0.00,0.2,,Top rock
2023-03-21,T3,21,0.05,0.17,0.00,0.2,,Top rock
2023-03-21,T3,22,0.05,0.09,0.00,0.1,,Top rock
2023-03-21,T3,23,0.08,0.06,0.00,0.1,,Top rock
2023-03-21,T3,24,0.01,0.01,0.00,0.0,,Tile
2023-03-21,T3,25,0.02,0.00,0.00,0.0,,Tile
2023-03-21,T3,26,0.01,0.00,0.00,0.0,,Tile
2023-05-12,C1.5,1,0.15,0.27,0.00,0.4,,Top rock
2023-05-12,C1.5,2,0.66,0.00,1.79,2.5,,Top rock
2023-05-12,C1.5,3,1.00,0.00,3.58,4.6,,Top rock
2023-05-12,C1.5,4,1.35,0.00,4.73,6.1,,Top rock
2023-05-12,C1.5,5,0.71,0.00,2.32,3.0,,Top rock
2023-05-12,C1.5,6,0.44,0.00,1.46,1.9,,Top rock
2023-05-12,C1.5,7,0.18,0.07,0.51,0.8,,Top rock
2023-05-12,C1.5,8,0.16,0.06,0.39,0.6,,Top rock
2023-05-12,C1.5,9,1.09,0.00,4.90,6.0,,Top rock
2023-05-12,C1.5,10,1.10,0.00,3.78,4.9,,Top rock
2023-05-12,C1.5,11,0.99,0.00,2.95,3.9,,Top rock
2023-05-12,C1.5,12,1.20,0.00,3.61,4.8,,Top rock
2023-05-12,C1.5,13,1.01,0.00,3.44,4.5,,Top rock
2023-05-12,C1.5,14,1.34,0.00,5.12,6.5,,Top rock
2023-05-12,C1.5,15,0.07,0.22,0.00,0.3,,Top rock
2023-05-12,C1.5,16,0.44,0.00,1.92,2.4,,Top rock
2023-05-12,C1.5,17,1.42,0.00,4.03,5.5,,Top rock
2023-05-12,C1.5,18,0.39,0.00,1.32,1.7,,Top rock
2023-05-12,C1.5,19,1.20,0.00,3.94,5.1,,Top rock
2023-05-12,C1.5,20,0.46,0.15,0.83,1.4,,Top rock
2023-05-12,C2,1,0.51,0.00,1.99,2.5,,Top rock
2023-05-12,C2,2,0.05,0.26,0.00,0.3,,Top rock
2023-05-12,C2,3,0.10,0.35,0.00,0.5,,Top rock
2023-05-12,C2,4,0.11,0.43,0.00,0.5,,Top rock
2023-05-12,C2,5,0.07,0.36,0.00,0.4,,Top rock
2023-05-12,C2,6,0.09,0.26,0.00,0.4,,Top rock
2023-05-12,C2,7,0.50,0.00,1.86,2.4,,Top rock
2023-05-12,C2,8,0.08,0.57,0.00,0.7,,Top rock
2023-05-12,C2,9,0.15,0.26,0.35,0.8,,Top rock
2023-05-12,C2,10,1.76,0.00,1.15,2.9,,Top rock
2023-05-12,C2,11,0.11,0.47,0.00,0.6,,Top rock
2023-05-12,C2,12,0.05,0.41,0.00,0.5,,Top rock
2023-05-12,C2,13,2.35,0.00,8.71,11.1,,Top rock
2023-05-12,C2,14,0.69,0.00,1.39,2.1,,Top rock
2023-05-12,C2,15,2.33,0.00,8.86,11.2,,Top rock
2023-05-12,C2,16,0.08,0.40,0.00,0.5,,Top rock
2023-05-12,C2,17,1.10,0.00,1.52,2.6,,Top rock
2023-05-12,C2,18,0.16,0.46,0.11,0.7,,Top rock
2023-05-12,C2,19,0.15,0.27,0.02,0.4,,Top rock
2023-05-12,C2,20,1.76,0.00,5.43,7.2,,Top rock
2023-05-12,T1,1,0.28,0.15,0.00,0.4,,Top rock
2023-05-12,T1,2,0.24,0.12,0.20,0.6,,Top rock
2023-05-12,T1,3,0.19,0.39,0.05,0.6,,Top rock
2023-05-12,T1,4,0.20,0.55,0.03,0.8,,Top rock
2023-05-12,T1,5,0.03,0.09,0.30,0.4,,Top rock
2023-05-12,T1,6,0.46,0.00,1.26,1.7,,Top rock
2023-05-12,T1,7,0.31,0.36,0.18,0.9,,Top rock
2023-05-12,T1,8,0.37,0.23,0.24,0.8,,Top rock
2023-05-12,T1,9,0.32,0.32,0.00,0.6,,Top rock
2023-05-12,T1,10,0.33,0.00,1.38,1.7,,Top rock
2023-05-12,T1,11,0.26,0.10,0.19,0.6,,Top rock
2023-05-12,T1,12,0.14,0.36,0.00,0.5,,Top rock
2023-05-12,T1,13,0.24,0.88,0.31,1.4,,Top rock
2023-05-12,T1,14,0.43,0.59,0.47,1.5,,Top rock
2023-05-12,T1,15,0.35,0.00,0.93,1.3,,Top rock
2023-05-12,T1,16,0.16,0.31,0.16,0.6,,Top rock
2023-05-12,T1,17,0.20,0.29,0.20,0.7,,Top rock
2023-05-12,T1,18,0.17,0.22,0.04,0.4,,Top rock
2023-05-12,T1,19,5.46,0.00,2.37,7.8,,Top rock
2023-05-12,T1,20,0.43,0.36,0.38,1.2,,Top rock
2023-05-12,T2,1,1.45,0.00,1.37,2.8,,Top rock
2023-05-12,T2,2,0.72,0.00,1.53,2.3,,Top rock
2023-05-12,T2,3,0.32,0.00,1.26,1.6,,Top rock
2023-05-12,T2,4,4.23,0.00,3.85,8.1,,Top rock
2023-05-12,T2,5,1.51,0.00,0.69,2.2,,Top rock
2023-05-12,T2,6,0.31,0.00,1.25,1.6,,Top rock
2023-05-12,T2,7,0.36,0.00,1.20,1.6,,Top rock
2023-05-12,T2,8,0.46,0.00,1.63,2.1,,Top rock
2023-05-12,T2,9,0.83,0.00,1.17,2.0,,Top rock
2023-05-12,T2,10,0.54,0.00,1.69,2.2,,Top rock
2023-05-12,T2,11,1.52,0.00,5.89,7.4,,Top rock
2023-05-12,T2,12,0.44,0.00,1.42,1.9,,Top rock
2023-05-12,T2,13,0.93,0.00,3.74,4.7,,Top rock
2023-05-12,T2,14,0.39,0.00,1.71,2.1,,Top rock
2023-05-12,T2,15,1.21,0.00,4.86,6.1,,Top rock
2023-05-12,T2,16,3.07,0.00,2.88,6.0,,Top rock
2023-05-12,T2,17,0.99,0.00,3.50,4.5,,Top rock
2023-05-12,T2,18,0.49,0.00,2.04,2.5,,Top rock
2023-05-12,T2,19,0.33,0.05,1.16,1.5,,Top rock
2023-05-12,T2,20,3.21,0.00,10.38,13.6,,Top rock
2023-05-12,T3,1,1.28,0.00,3.95,5.2,,Top rock
2023-05-12,T3,2,0.38,0.10,0.46,0.9,,Top rock
2023-05-12,T3,3,0.02,0.33,0.00,0.4,,Top rock
2023-05-12,T3,4,0.08,0.39,0.00,0.5,,Top rock
2023-05-12,T3,5,0.12,0.47,0.00,0.6,,Top rock
2023-05-12,T3,6,0.33,0.00,1.40,1.7,,Top rock
2023-05-12,T3,7,0.03,0.38,0.00,0.4,,Top rock
2023-05-12,T3,8,0.12,0.39,0.00,0.5,,Top rock
2023-05-12,T3,9,0.13,0.34,0.00,0.5,,Top rock
2023-05-12,T3,10,0.21,0.13,0.86,1.2,,Top rock
2023-05-12,T3,11,0.33,0.00,0.70,1.0,,Top rock
2023-05-12,T3,12,0.06,0.23,0.00,0.3,,Top rock
2023-05-12,T3,13,0.19,0.38,0.07,0.6,,Top rock
2023-05-12,T3,14,0.08,0.49,0.15,0.7,,Top rock
2023-05-12,T3,15,0.20,0.17,0.00,0.4,,Top rock
2023-05-12,T3,16,0.17,0.44,0.11,0.7,,Top rock
2023-05-12,T3,17,0.62,0.00,2.63,3.3,,Top rock
2023-05-12,T3,18,0.57,0.00,2.11,2.7,,Top rock
2023-05-12,T3,19,0.14,0.35,0.00,0.5,,Top rock
2023-05-12,T3,20,0.05,0.16,0.00,0.2,,Top rock
2023-05-24,C1.5,1,0.03,0.06,0.00,0.1,,Tile
2023-05-24,C1.5,2,0.01,0.01,0.10,0.1,,Tile
2023-05-24,C1.5,3,0.01,0.04,0.00,0.1,,Tile
2023-05-24,C2,1,0.03,0.01,0.00,0.0,,Tile
2023-05-24,C2,2,0.02,0.03,0.00,0.1,,Tile
2023-05-24,C2,3,0.03,0.03,0.00,0.1,,Tile
2023-05-24,C2,4,0.06,0.06,0.40,0.5,,Tile
2023-05-24,C2,5,0.04,0.00,0.00,0.0,,Tile
2023-05-24,C2,6,0.06,0.00,0.00,0.1,,Tile
2023-05-24,T1,1,0.07,0.03,0.00,0.1,,Tile
2023-05-24,T1,2,0.08,0.03,0.07,0.2,,Tile
2023-05-24,T1,3,0.08,0.03,0.02,0.1,,Tile
2023-05-24,T1,4,0.20,0.06,0.00,0.3,,Tile
2023-05-24,T1,5,0.21,0.03,0.00,0.2,,Tile
2023-05-24,T1,6,0.29,0.04,0.00,0.3,,Tile
2023-05-24,T2,1,0.27,0.00,0.29,0.6,,Tile
2023-05-24,T2,2,0.26,0.00,1.17,1.4,,Tile
2023-05-24,T2,3,0.23,0.00,0.54,0.8,,Tile
2023-05-24,T2,4,0.19,0.01,0.01,0.2,,Tile
2023-05-24,T2,5,0.15,0.00,0.03,0.2,,Tile
2023-05-24,T2,6,0.17,0.00,0.04,0.2,,Tile
2023-05-24,T3,1,0.78,0.00,0.15,0.9,,Tile
2023-05-24,T3,2,2.75,0.00,1.19,3.9,,Tile
2023-05-24,T3,3,1.50,0.00,0.39,1.9,,Tile
2023-05-24,T3,4,0.02,0.02,0.05,0.1,,Tile
2023-05-24,T3,5,0.53,0.00,1.06,1.6,,Tile
2023-05-24,T3,6,0.51,0.00,1.68,2.2,,Tile
2023-06-27,C1.5,1,0.53,0.21,0.27,1.0,,Top rock
2023-06-27,C1.5,2,0.17,0.05,0.57,0.8,,Top rock
2023-06-27,C1.5,3,0.35,0.07,0.96,1.4,,Top rock
2023-06-27,C1.5,4,0.55,0.00,1.84,2.4,,Top rock
2023-06-27,C1.5,5,0.30,0.00,1.00,1.3,,Top rock
2023-06-27,C1.5,6,0.50,0.00,1.11,1.6,,Top rock
2023-06-27,C1.5,7,0.58,0.00,0.79,1.4,,Top rock
2023-06-27,C1.5,8,0.28,0.00,0.94,1.2,,Top rock
2023-06-27,C1.5,9,0.50,0.00,0.94,1.4,,Top rock
2023-06-27,C1.5,10,0.07,0.23,0.00,0.3,,Top rock
2023-06-27,C1.5,11,1.17,0.00,3.71,4.9,,Top rock
2023-06-27,C1.5,12,0.07,0.00,0.23,0.3,,Top rock
2023-06-27,C1.5,13,1.19,0.00,4.02,5.2,,Top rock
2023-06-27,C1.5,14,0.54,0.14,0.30,1.0,,Top rock
2023-06-27,C1.5,15,0.19,0.16,0.55,0.9,,Top rock
2023-06-27,C1.5,16,0.02,0.26,0.24,0.5,,Top rock
2023-06-27,C1.5,17,0.67,0.12,0.00,0.8,,Top rock
2023-06-27,C1.5,18,0.10,0.04,0.00,0.1,,Top rock
2023-06-27,C1.5,19,0.86,0.00,1.63,2.5,,Top rock
2023-06-27,C1.5,20,0.62,0.00,2.22,2.8,,Top rock
2023-06-27,C2,1,0.24,0.00,1.42,1.7,,Top rock
2023-06-27,C2,2,0.05,0.20,0.44,0.7,,Top rock
2023-06-27,C2,3,1.24,0.00,0.91,2.2,,Top rock
2023-06-27,C2,4,0.86,0.00,2.69,3.6,,Top rock
2023-06-27,C2,5,0.19,0.00,1.13,1.3,,Top rock
2023-06-27,C2,6,0.35,0.00,0.81,1.2,,Top rock
2023-06-27,C2,7,0.47,0.00,2.60,3.1,,Top rock
2023-06-27,C2,8,0.53,0.00,1.32,1.9,,Top rock
2023-06-27,C2,9,0.48,0.00,1.58,2.1,,Top rock
2023-06-27,C2,10,0.33,0.00,1.29,1.6,,Top rock
2023-06-27,C2,11,1.61,0.00,1.91,3.5,,Top rock
2023-06-27,C2,12,0.60,0.00,1.93,2.5,,Top rock
2023-06-27,C2,13,0.85,0.00,2.61,3.5,,Top rock
2023-06-27,C2,14,0.21,0.00,2.24,2.5,,Top rock
2023-06-27,C2,15,0.61,0.00,1.58,2.2,,Top rock
2023-06-27,C2,16,0.58,0.00,3.13,3.7,,Top rock
2023-06-27,C2,17,0.30,0.00,1.78,2.1,,Top rock
2023-06-27,C2,18,0.69,0.00,2.71,3.4,,Top rock
2023-06-27,C2,19,0.28,0.00,3.01,3.3,,Top rock
2023-06-27,C2,20,1.77,0.00,6.66,8.4,,Top rock
2023-06-27,T1,1,0.30,0.22,0.04,0.6,,Top rock
2023-06-27,T1,2,0.59,0.00,2.17,2.8,,Top rock
2023-06-27,T1,3,0.60,0.00,1.99,2.6,,Top rock
2023-06-27,T1,4,2.21,0.00,1.95,4.2,,Top rock
2023-06-27,T1,5,0.36,0.00,2.20,2.6,,Top rock
2023-06-27,T1,6,0.80,0.00,2.91,3.7,,Top rock
2023-06-27,T1,7,0.25,0.12,0.00,0.4,,Top rock
2023-06-27,T1,8,0.88,0.00,2.14,3.0,,Top rock
2023-06-27,T1,9,0.84,0.00,0.58,1.4,,Top rock
2023-06-27,T1,10,0.69,0.00,1.84,2.5,,Top rock
2023-06-27,T1,11,1.97,0.00,8.56,10.5,,Top rock
2023-06-27,T1,12,0.37,0.00,0.98,1.4,,Top rock
2023-06-27,T1,13,1.63,0.00,4.06,5.7,,Top rock
2023-06-27,T1,14,0.11,0.00,0.00,0.1,,Top rock
2023-06-27,T1,15,0.73,0.00,0.84,1.6,,Top rock
2023-06-27,T1,16,0.44,0.00,1.57,2.0,,Top rock
2023-06-27,T1,17,0.58,0.00,2.70,3.3,,Top rock
2023-06-27,T1,18,1.22,0.00,1.47,2.7,,Top rock
2023-06-27,T1,19,0.60,0.00,2.09,2.7,,Top rock
2023-06-27,T1,20,0.33,0.00,1.59,1.9,,Top rock
2023-06-27,T2,1,0.74,0.00,3.22,4.0,,Top rock
2023-06-27,T2,2,0.48,0.00,2.09,2.6,,Top rock
2023-06-27,T2,3,1.41,0.00,5.43,6.8,,Top rock
2023-06-27,T2,4,0.45,0.00,1.84,2.3,,Top rock
2023-06-27,T2,5,2.03,0.00,8.51,10.5,,Top rock
2023-06-27,T2,6,2.29,0.00,9.88,12.2,,Top rock
2023-06-27,T2,7,0.30,0.00,1.47,1.8,,Top rock
2023-06-27,T2,8,2.31,0.00,12.05,14.4,,Top rock
2023-06-27,T2,9,1.78,0.00,8.12,9.9,,Top rock
2023-06-27,T2,10,0.47,0.00,1.60,2.1,,Top rock
2023-06-27,T2,11,0.55,0.00,3.01,3.6,,Top rock
2023-06-27,T2,12,1.20,0.00,4.91,6.1,,Top rock
2023-06-27,T2,13,0.57,0.00,1.89,2.5,,Top rock
2023-06-27,T2,14,1.54,0.00,5.04,6.6,,Top rock
2023-06-27,T2,15,0.69,0.00,2.80,3.5,,Top rock
2023-06-27,T2,16,1.28,0.00,4.56,5.8,,Top rock
2023-06-27,T2,17,2.10,0.00,8.55,10.7,,Top rock
2023-06-27,T2,18,1.84,0.00,6.55,8.4,,Top rock
2023-06-27,T2,19,1.11,0.00,3.61,4.7,,Top rock
2023-06-27,T2,20,1.08,0.00,2.98,4.1,,Top rock
2023-06-27,T3,1,0.24,0.16,0.33,0.7,,Top rock
2023-06-27,T3,2,0.67,0.00,1.42,2.1,,Top rock
2023-06-27,T3,3,0.28,0.00,1.45,1.7,,Top rock
2023-06-27,T3,4,1.04,0.00,1.94,3.0,,Top rock
2023-06-27,T3,5,0.45,0.00,2.15,2.6,,Top rock
2023-06-27,T3,6,0.32,0.00,0.81,1.1,,Top rock
2023-06-27,T3,7,0.69,0.00,3.17,3.9,,Top rock
2023-06-27,T3,8,0.68,0.00,2.36,3.0,,Top rock
2023-06-27,T3,9,0.78,0.16,0.01,1.0,,Top rock
2023-06-27,T3,10,0.23,0.10,0.00,0.3,,Top rock
2023-06-27,T3,11,0.15,0.13,0.05,0.3,,Top rock
2023-06-27,T3,12,0.13,0.00,0.24,0.4,,Top rock
2023-06-27,T3,13,0.83,0.00,2.64,3.5,,Top rock
2023-06-27,T3,14,0.27,0.14,0.00,0.4,,Top rock
2023-06-27,T3,15,1.15,0.00,3.56,4.7,,Top rock
2023-06-27,T3,16,0.55,0.00,2.27,2.8,,Top rock
2023-06-27,T3,17,1.53,0.00,8.60,10.1,,Top rock
2023-06-27,T3,18,1.26,0.00,5.52,6.8,,Top rock
2023-06-27,T3,19,0.96,0.00,3.66,4.6,,Top rock
2023-06-27,T3,20,1.30,0.00,4.82,6.1,,Top rock
2023-07-31,C1.5,1,0.69,0.00,0.97,1.7,,Top rock
2023-07-31,C1.5,2,0.40,0.04,0.00,0.4,,Top rock
2023-07-31,C1.5,3,0.24,0.06,0.00,0.3,,Top rock
2023-07-31,C1.5,4,0.58,0.00,0.00,0.6,,Top rock
2023-07-31,C1.5,5,0.17,0.14,0.00,0.3,,Top rock
2023-07-31,C1.5,6,0.28,0.00,0.39,0.7,,Top rock
2023-07-31,C1.5,7,0.57,0.00,0.00,0.6,,Top rock
2023-07-31,C1.5,8,0.18,0.08,0.00,0.3,,Top rock
2023-07-31,C1.5,9,0.33,0.21,0.31,0.9,,Top rock
2023-07-31,C1.5,10,1.08,0.00,0.92,2.0,,Top rock
2023-07-31,C1.5,11,0.22,0.08,0.01,0.3,,Top rock
2023-07-31,C1.5,12,0.23,0.02,0.61,0.9,,Top rock
2023-07-31,C1.5,13,0.42,0.00,0.03,0.5,,Top rock
2023-07-31,C1.5,14,0.21,0.05,0.00,0.3,,Top rock
2023-07-31,C1.5,15,0.15,0.02,0.00,0.2,,Top rock
2023-07-31,C1.5,16,0.80,0.00,0.37,1.2,,Top rock
2023-07-31,C1.5,17,0.17,0.00,0.00,0.2,,Top rock
2023-07-31,C1.5,18,1.97,0.00,0.64,2.6,,Top rock
2023-07-31,C1.5,19,0.29,0.00,0.34,0.6,,Top rock
2023-07-31,C1.5,20,0.56,0.00,1.86,2.4,,Top rock
2023-07-31,C2,1,0.31,0.09,0.01,0.4,,Top rock
2023-07-31,C2,2,0.36,0.06,0.02,0.4,,Top rock
2023-07-31,C2,3,0.16,0.05,0.29,0.5,,Top rock
2023-07-31,C2,4,0.27,0.04,0.00,0.3,,Top rock
2023-07-31,C2,5,0.34,0.22,0.04,0.6,,Top rock
2023-07-31,C2,6,0.56,0.04,1.97,2.6,,Top rock
2023-07-31,C2,7,0.45,0.00,0.47,0.9,,Top rock
2023-07-31,C2,8,0.44,0.00,0.53,1.0,,Top rock
2023-07-31,C2,9,0.19,0.24,0.23,0.7,,Top rock
2023-07-31,C2,10,0.66,0.00,0.00,0.7,,Top rock
2023-07-31,C2,11,0.65,0.01,0.00,0.7,,Top rock
2023-07-31,C2,12,0.24,0.00,0.00,0.2,,Top rock
2023-07-31,C2,13,0.38,0.00,0.00,0.4,,Top rock
2023-07-31,C2,14,0.44,0.08,0.00,0.5,,Top rock
2023-07-31,C2,15,0.34,0.15,0.00,0.5,,Top rock
2023-07-31,C2,16,0.24,0.00,0.11,0.4,,Top rock
2023-07-31,C2,17,0.69,0.08,0.00,0.8,,Top rock
2023-07-31,C2,18,0.08,0.21,0.19,0.5,,Top rock
2023-07-31,C2,19,0.24,0.42,0.92,1.6,,Top rock
2023-07-31,C2,20,0.30,0.00,0.31,0.6,,Top rock
2023-07-31,T1,1,0.40,0.08,0.07,0.6,,Top rock
2023-07-31,T1,2,0.74,0.00,1.31,2.1,,Top rock
2023-07-31,T1,3,0.36,0.44,0.48,1.3,,Top rock
2023-07-31,T1,4,1.16,0.00,0.97,2.1,,Top rock
2023-07-31,T1,5,0.29,0.00,0.13,0.4,,Top rock
2023-07-31,T1,6,0.42,0.00,1.23,1.7,,Top rock
2023-07-31,T1,7,0.40,0.00,1.16,1.6,,Top rock
2023-07-31,T1,8,0.75,0.00,2.18,2.9,,Top rock
2023-07-31,T1,9,0.69,0.00,1.68,2.4,,Top rock
2023-07-31,T1,10,2.76,0.00,3.24,6.0,,Top rock
2023-07-31,T1,11,0.40,0.36,0.14,0.9,,Top rock
2023-07-31,T1,12,0.46,0.00,0.46,0.9,,Top rock
2023-07-31,T1,13,0.40,0.08,0.00,0.5,,Top rock
2023-07-31,T1,14,0.73,0.00,0.87,1.6,,Top rock
2023-07-31,T1,15,0.34,0.00,1.20,1.5,,Top rock
2023-07-31,T1,16,0.23,0.25,0.24,0.7,,Top rock
2023-07-31,T1,17,0.21,0.09,0.00,0.3,,Top rock
2023-07-31,T1,18,0.51,0.00,1.23,1.7,,Top rock
2023-07-31,T1,19,0.39,0.19,1.36,1.9,,Top rock
2023-07-31,T1,20,1.32,0.00,3.21,4.5,,Top rock
2023-07-31,T2,1,0.18,0.02,0.06,0.3,,Top rock
2023-07-31,T2,2,0.24,0.00,1.22,1.5,,Top rock
2023-07-31,T2,3,0.34,0.00,1.00,1.3,,Top rock
2023-07-31,T2,4,1.06,0.00,2.15,3.2,,Top rock
2023-07-31,T2,5,0.14,0.31,0.08,0.5,,Top rock
2023-07-31,T2,6,0.77,0.00,2.83,3.6,,Top rock
2023-07-31,T2,7,0.40,0.00,1.00,1.4,,Top rock
2023-07-31,T2,8,0.76,0.00,2.91,3.7,,Top rock
2023-07-31,T2,9,2.19,0.00,1.18,3.4,,Top rock
2023-07-31,T2,10,0.72,0.94,1.03,2.7,,Top rock
2023-07-31,T2,11,0.10,0.15,0.16,0.4,,Top rock
2023-07-31,T2,12,0.95,0.00,0.64,1.6,,Top rock
2023-07-31,T2,13,0.13,0.17,0.00,0.3,,Top rock
2023-07-31,T2,14,2.86,0.00,1.33,4.2,,Top rock
2023-07-31,T2,15,0.63,0.00,2.21,2.8,,Top rock
2023-07-31,T2,16,0.40,0.00,1.14,1.5,,Top rock
2023-07-31,T2,17,0.36,0.00,0.49,0.9,,Top rock
2023-07-31,T2,18,1.05,0.00,1.82,2.9,,Top rock
2023-07-31,T2,19,1.14,0.00,1.74,2.9,,Top rock
2023-07-31,T2,20,0.93,0.00,2.75,3.7,,Top rock
2023-07-31,T3,1,0.59,0.00,1.31,1.9,,Top rock
2023-07-31,T3,2,0.65,0.00,2.29,2.9,,Top rock
2023-07-31,T3,3,1.03,0.00,1.26,2.3,,Top rock
2023-07-31,T3,4,0.58,0.00,2.25,2.8,,Top rock
2023-07-31,T3,5,0.15,0.14,0.25,0.5,,Top rock
2023-07-31,T3,6,0.46,0.00,1.63,2.1,,Top rock
2023-07-31,T3,7,0.15,0.12,0.16,0.4,,Top rock
2023-07-31,T3,8,0.61,0.73,1.32,2.7,,Top rock
2023-07-31,T3,9,2.55,0.00,2.82,5.4,,Top rock
2023-07-31,T3,10,0.09,0.36,0.00,0.5,,Top rock
2023-07-31,T3,11,0.27,0.00,0.44,0.7,,Top rock
2023-07-31,T3,12,1.14,0.00,2.67,3.8,,Top rock
2023-07-31,T3,13,0.73,0.00,1.85,2.6,,Top rock
2023-07-31,T3,14,0.28,0.00,0.80,1.1,,Top rock
2023-07-31,T3,15,0.75,0.00,1.44,2.2,,Top rock
2023-07-31,T3,16,1.32,0.00,2.06,3.4,,Top rock
2023-07-31,T3,17,1.30,0.00,2.59,3.9,,Top rock
2023-07-31,T3,18,0.94,0.00,2.11,3.1,,Top rock
2023-07-31,T3,19,1.17,0.00,3.43,4.6,,Top rock
2023-07-31,T3,20,1.49,0.00,1.17,2.7,,Top rock
2023-10-04,C1.5,1,0.11,0.08,0.73,0.9,,Top rock
2023-10-04,C1.5,2,0.00,0.03,0.96,1.0,,Top rock
2023-10-04,C1.5,3,0.00,0.03,0.33,0.4,,Top rock
2023-10-04,C1.5,4,0.00,0.14,0.41,0.6,,Top rock
2023-10-04,C1.5,5,0.00,0.49,0.65,1.1,,Top rock
2023-10-04,C1.5,6,0.10,0.20,0.70,1.0,,Top rock
2023-10-04,C1.5,7,0.00,3.45,1.49,4.9,,Top rock
2023-10-04,C1.5,8,0.04,0.10,0.71,0.9,,Top rock
2023-10-04,C1.5,9,0.02,0.00,0.32,0.3,,Top rock
2023-10-04,C1.5,10,0.00,0.56,0.57,1.1,,Top rock
2023-10-04,C1.5,11,0.00,0.25,0.61,0.9,,Top rock
2023-10-04,C1.5,12,0.00,0.32,0.71,1.0,,Top rock
2023-10-04,C1.5,13,0.00,0.03,0.47,0.5,,Top rock
2023-10-04,C1.5,14,0.00,0.75,1.70,2.5,,Top rock
2023-10-04,C1.5,15,0.00,0.25,0.92,1.2,,Top rock
2023-10-04,C1.5,16,0.00,0.08,0.55,0.6,,Top rock
2023-10-04,C1.5,17,0.10,0.00,0.50,0.6,,Top rock
2023-10-04,C1.5,18,0.01,0.37,0.51,0.9,,Top rock
2023-10-04,C1.5,19,0.04,0.00,0.51,0.6,,Top rock
2023-10-04,C1.5,20,0.78,2.10,0.68,3.6,,Top rock
2023-10-04,C2,1,0.00,0.44,1.20,1.6,,Top rock
2023-10-04,C2,2,0.00,0.24,0.90,1.1,,Top rock
2023-10-04,C2,3,0.00,0.26,0.80,1.1,,Top rock
2023-10-04,C2,4,0.00,1.33,1.02,2.4,,Top rock
2023-10-04,C2,5,0.00,0.26,1.04,1.3,,Top rock
2023-10-04,C2,6,0.00,0.10,0.63,0.7,,Top rock
2023-10-04,C2,7,0.00,0.34,0.77,1.1,,Top rock
2023-10-04,C2,8,0.00,0.68,1.22,1.9,,Top rock
2023-10-04,C2,9,0.25,0.00,1.51,1.8,,Top rock
